,FIPS,state,county,year,commodity,harvested_area_acre,FIPS_ST,production_bushel&tons,is_chesapeake,harvested_area,conv_factor_production_kg,production_kg,average_yield_raw,average_yield,yield_nitrogen_content,yield_nitrogen,residue_ratio,residue_nitrogen_content,dry_matter,residue_nitrogen,domestic_crop_nitrogen_area,domestic_crop_nitrogen,fertilizer_nitrogen_application_rate,fertilizer_nitrogen_application_area,fertilizer_nitrogen,biological_nitrogen_fixation_rate,biological_nitrogen_fixation_area,biological_nitrogen_fixation,total_new_input_nitrogen,crop_processing_ratio,domestic_crop_processing_nitrogen,nitrogen_waste2,nitrogen_recycling_rate1,nitrogen_recycling1,nitrogen_loss2,export_crop_processing_nitrogen,import_crop_processing_nitrogen,selfloop_crop_processing_nitrogen,processed_crop_nitrogen,diet_composition_broiler_ratio,diet_composition_layer_ratio,diet_composition_pig_ratio,diet_composition_cowbeef_ratio,diet_composition_cowmilk_ratio,nitrogen_content_diet_broiler,nitrogen_content_diet_layer,nitrogen_content_diet_pig,nitrogen_content_diet_cowbeef,nitrogen_content_diet_cowmilk,feed-crop_ratio,feed_nitrogen,recycled_nitrogen_crop_share,nitrogen_recycling1_total,nitrogen_recycling1_from_crop,nitrogen_recycling2_total,nitrogen_recycling2_from_manure,recycled_manure_appl_rate,limit_recycled_manure_appl_rate,nitrogen_recycling2_from_manure_limit,excess_recycled_nitrogen_manure,total_recycled_nitrogen_input,total_nitrogen_input,nitrogen_loss1,category,nitrogen_in_harvest,nue
10,10003,DELAWARE,NEW CASTLE,2017.0,soybean,21669.0,10,1180621.0,True,8769.140934,27.27272727272727,32198754.545454543,54.48433245650468,3671.825414575387,4.8,176.2476198996186,0.87,2.0,87.0,63.88976221361174,240.13738211323033,2105798.5472727274,0.0,0.0,0.0,5.3,323.7077644238313,2105798.5472727274,2105798.5472727274,0.7339449541284404,1545540.2181818183,560258.3290909091,0.35,196090.41518181819,364167.9139090909,733863.4546459658,2081722.0066499405,811676.7635358523,2893398.770185793,20,40,20,10,10,96.0,192.0,96.0,48.0,48.0,0.0422428924373396,122225.53302728913,0.0,461746.9643181819,0.0,87161.77968136051,0.0,0.0,0.0,0.0,0.0,0.0,2105798.5472727274,0.0,7,1545540.2181818183,0.7339449541284404
11,10003,DELAWARE,NEW CASTLE,2017.0,wheat_grain,6946.0,10,516495.0,True,2810.9489559999997,27.27272727272727,14086227.272727272,74.3586236682983,5011.199951767204,2.3,115.25759889064568,1.32,0.75,88.0,49.610879522495324,164.86847841314102,463436.87727272726,1.25,104.195021415203,292886.8866674625,0.0,0.0,0.0,292886.8866674625,0.6990881458966565,323983.22727272724,139453.65000000002,0.35,48808.777500000004,90644.87250000003,276207.0804151175,76404.92357511586,47776.14685760971,124181.07043272557,40,0,40,0,0,92.0,0.0,92.0,0.0,0.0,0.0422428924373396,5245.767601043319,0.6535972952748917,461746.9643181819,301796.56697975565,87161.77968136051,56968.703451083245,18.043643477164288,663.6,56968.703451083245,0.0,358765.2704308389,292886.8866674625,188215.2798255742,7,323983.2272727272,1.1061718431954615
12,10005,DELAWARE,SUSSEX,2017.0,alfalfa_hay,880.0,10,2663.0,True,356.12368,1000.0,2663000.0,3.026136363636364,7477.7391944281835,2.59,193.67344513568995,0.0,0.0,87.0,0.0,193.67344513568995,68971.7,0.0,0.0,0.0,75.0,254.42241477272728,68971.7,68971.7,1.0,68971.7,0.0,0.0,0.0,0.0,38036.795304896536,3945141.6606369377,30934.90469510347,3976076.565332041,0,0,0,0,40,0.0,0.0,0.0,0.0,103.6,0.7164672893726505,2848728.7991015655,0.0,2095797.3966109091,0.0,6421122.619647351,0.0,0.0,0.0,0.0,0.0,0.0,68971.7,0.0,7,68971.7,1.0
13,10005,DELAWARE,SUSSEX,2017.0,corn_grain,111890.0,10,19497489.0,True,45280.31654,25.454545454545453,496299720.0,174.25586736973813,10960.606239613537,1.2,131.52727487536242,0.845,0.8,84.5,74.09369817978751,205.62097305514993,9310582.7472,1.0,195.34082732147644,8845094.494301934,0.0,0.0,0.0,8845094.494301934,0.6396588486140724,5955596.639999999,3354986.1072000004,0.35,1174245.13752,2180740.96968,1186272.971423989,11233920.8353599,4769323.66857601,16003244.503935909,40,60,40,40,10,48.0,72.0,48.0,48.0,12.0,0.7164672893726505,11465801.210902726,0.44079602540979906,2095797.3966109091,923819.162490293,6421122.619647351,2830405.3294095094,55.651905663606414,257.6,2830405.3294095094,0.0,3754224.4918998023,8845094.494301934,3288736.239001738,7,5955596.64,0.6733219915102809
14,10005,DELAWARE,SUSSEX,2017.0,corn_silage,1081.0,10,18044.0,True,437.46556599999997,1000.0,18044000.0,16.69195189639223,41246.67494401148,0.37,152.61269729284248,0.0,0.0,35.0,0.0,152.61269729284248,66762.8,7.0,130.98174653098982,57300.003881847995,0.0,0.0,0.0,57300.003881847995,1.0,66762.8,0.0,0.0,0.0,0.0,36818.62209546447,2947015.394831509,29944.17790453554,2976959.5727360444,0,0,0,10,40,0.0,0.0,0.0,3.7,14.8,0.7164672893726505,2132894.1556501575,0.008960833903273817,2095797.3966109091,18780.092365944034,6421122.619647351,57538.613267214365,117.09986048831786,312.8,57538.613267214365,0.0,76318.7056331584,57300.003881847995,66855.9095150064,7,66762.8,1.1651447727239983
15,10005,DELAWARE,SUSSEX,2017.0,other_hay,1369.0,10,4669.0,True,554.015134,1000.0,4669000.0,3.410518626734843,8427.567612259487,1.65,139.05486560228152,0.0,0.0,87.0,0.0,139.05486560228152,77038.49999999999,50.0,191.15956902848794,105905.2942507,0.0,0.0,0.0,105905.2942507,1.0,77038.49999999999,0.0,0.0,0.0,0.0,42485.50717317786,1603443.72010018,34552.992826822134,1637996.7129270022,0,0,0,40,0,0.0,0.0,0.0,66.0,0.0,0.7164672893726505,1173571.0649121208,-0.0,2095797.3966109091,-0.0,6421122.619647351,-0.0,-0.0,0.0,0.0,-0.0,0.0,105905.2942507,28866.79425070001,7,77038.49999999999,0.7274282229709285
16,10005,DELAWARE,SUSSEX,2017.0,soybean,89117.0,10,4547269.0,True,36064.402261999996,27.27272727272727,124016427.27272727,51.02583121065565,3438.749001627007,4.8,165.05995207809633,0.87,2.0,87.0,59.83423262830993,224.89418470640626,8110674.343636363,0.0,0.0,0.0,5.3,303.1597709718684,8110674.343636363,8110674.343636363,0.7339449541284403,5952788.509090908,2157885.834545455,0.35,755260.0420909092,1402625.7924545459,5489037.74899002,7609464.960209874,463750.76010088774,8073215.7203107625,20,40,20,10,10,96.0,192.0,96.0,48.0,48.0,0.7164672893726505,5784194.983651722,0.0,2095797.3966109091,0.0,6421122.619647351,0.0,0.0,0.0,0.0,0.0,0.0,8110674.343636363,0.0,7,5952788.509090908,0.7339449541284403
17,10005,DELAWARE,SUSSEX,2017.0,wheat_grain,22695.0,10,1759706.0,True,9184.34877,27.27272727272727,47991981.81818181,77.53716677682309,5225.409337126231,2.3,120.1844147539033,1.32,0.75,88.0,51.73155243754969,171.91596719145298,1578936.2018181817,1.25,108.64895494602335,997869.895720295,0.0,0.0,0.0,997869.895720295,0.6990881458966566,1103815.5818181818,475120.6199999999,0.35,166292.21699999995,308828.40299999993,219864.88832251637,3240745.2685583835,883950.6934956653,4124695.9620540487,40,0,40,0,0,92.0,0.0,92.0,0.0,0.0,0.7164672893726505,2955209.735419181,0.5502431406869271,2095797.3966109091,1153198.1417546722,6421122.619647351,3533178.6769706276,342.49804315203266,663.6,3533178.6769706276,0.0,4686376.8187253,997869.895720295,4105310.512627413,7,1103815.5818181816,1.1061718431954612
18,24001,MARYLAND,ALLEGANY,2017.0,alfalfa_hay,717.0,24,2467.0,True,290.159862,1000.0,2467000.0,3.4407252440725244,8502.209723273167,2.59,220.207231832775,0.0,0.0,87.0,0.0,220.207231832775,63895.299999999996,0.0,0.0,0.0,75.0,289.27897489539754,63895.299999999996,63895.299999999996,1.0,63895.299999999996,0.0,0.0,0.0,0.0,38403.7148839779,1057223.5231917882,25491.585116022092,1082715.1083078103,0,0,0,0,40,0.0,0.0,0.0,0.0,103.6,0.0078276911045584,8475.15942207203,0.0,25083.90531704458,0.0,25463.607342946198,0.0,0.0,0.0,0.0,0.0,0.0,63895.299999999996,0.0,7,63895.299999999996,1.0
19,24001,MARYLAND,ALLEGANY,2017.0,corn_grain,667.0,24,106200.0,True,269.925562,25.454545454545453,2703272.727272727,159.22038980509745,10014.882278073119,1.2,120.17858733687743,0.845,0.8,84.5,67.70060419977429,187.87919153665172,50713.39636363636,1.0,178.48605697151424,48177.9492372,0.0,0.0,0.0,48177.9492372,0.6396588486140725,32439.272727272728,18274.123636363634,0.35,6395.9432727272715,11878.180363636362,32439.272727272728,1835864.091391795,0.0,1835864.091391795,40,60,40,40,10,48.0,72.0,48.0,48.0,12.0,0.0078276911045584,14370.577017365744,0.13814771720967237,25083.90531704458,3465.2842582532717,25463.607342946198,3517.739226351468,11.602738077920886,257.6,3517.739226351468,0.0,6983.02348460474,48177.9492372,4447.576358168379,6,32439.272727272724,0.6733219915102809
20,24001,MARYLAND,ALLEGANY,2017.0,corn_silage,179.0,24,3090.0,True,72.438794,1000.0,3090000.0,17.262569832402235,42656.701324983405,0.37,157.82979490243858,0.0,0.0,35.0,0.0,157.82979490243858,11432.999999999998,7.0,135.45938547486034,9812.514519780001,0.0,0.0,0.0,9812.514519780001,1.0,11432.999999999998,0.0,0.0,0.0,0.0,6871.705309600538,250998.64279231027,4561.29469039946,255559.93748270973,0,0,0,10,40,0.0,0.0,0.0,3.7,14.8,0.0078276911045584,2000.4442493149077,0.08829463155812779,25083.90531704458,2214.774178007414,25463.607342946198,2248.299828486272,27.63273532217765,312.8,2248.299828486272,0.0,4463.074006493685,9812.514519780001,2842.5885262736883,7,11432.999999999998,1.1651447727239979
21,24001,MARYLAND,ALLEGANY,2017.0,other_hay,6029.0,24,16231.0,True,2439.851894,1000.0,16231000.0,2.6921545861668603,6652.45297877085,1.65,109.76547414971901,0.0,0.0,87.0,0.0,109.76547414971901,267811.49999999994,50.0,150.89526455465253,368162.09701930004,0.0,0.0,0.0,368162.09701930004,1.0,267811.49999999994,0.0,0.0,0.0,0.0,160965.77508283782,1431990.2933688527,106845.72491716214,1538836.018286015,0,0,0,40,0,0.0,0.0,0.0,66.0,0.0,0.0078276911045584,12045.533011711506,-0.0,25083.90531704458,-0.0,25463.607342946198,-0.0,-0.0,0.0,0.0,-0.0,0.0,368162.09701930004,100350.5970193001,7,267811.49999999994,0.7274282229709284
22,24001,MARYLAND,ALLEGANY,2017.0,soybean,1862.6236746507573,24,88053.79309660125,True,753.7777243997164,27.27272727272727,2401467.0844527613,47.27406523119136,3185.9087987313637,4.8,152.92362233910546,0.87,2.0,87.0,55.434813097925726,208.35843543703118,157055.94732321057,0.0,0.0,0.0,5.3,280.8694037580772,157055.94732321057,157055.94732321057,0.7339449541284404,115270.42005373254,41785.52726947803,0.35,14624.93454431731,27160.59272516072,115270.42005373254,460156.6796487513,0.0,460156.6796487513,20,40,20,10,10,96.0,192.0,96.0,48.0,48.0,0.0078276911045584,3601.9643479896595,0.0,25083.90531704458,0.0,25463.607342946198,0.0,0.0,0.0,0.0,0.0,0.0,157055.94732321057,0.0,6,115270.42005373255,0.7339449541284405
23,24001,MARYLAND,ALLEGANY,2017.0,wheat_grain,662.0,24,42995.0,True,267.902132,27.27272727272727,1172590.909090909,64.94712990936556,4376.9375791712955,2.3,100.66956432093978,1.32,0.75,88.0,43.33168203379583,144.0012463547356,38578.24090909089,1.25,91.00716578549849,24381.0137412125,0.0,0.0,0.0,24381.0137412125,0.6990881458966566,26969.590909090897,11608.649999999994,0.35,4063.027499999998,7545.622499999996,0.0,14047.377180743111,26969.590909090897,41016.96808983401,40,0,40,0,0,92.0,0.0,92.0,0.0,0.0,0.0078276911045584,321.0681562527494,0.7735576512322,25083.90531704458,19403.846880783898,25463.607342946198,19697.56828810846,65.4601967278529,663.6,19697.56828810846,0.0,39101.41516889236,24381.0137412125,24904.188001013972,4,26969.5909090909,1.1061718431954612
24,24003,MARYLAND,ANNE ARUNDEL,2017.0,alfalfa_hay,522.0,24,1140.0,True,211.246092,1000.0,1140000.0,2.1839080459770117,5396.549537115224,2.59,139.77063301128427,0.0,0.0,87.0,0.0,139.77063301128427,29525.999999999996,0.0,0.0,0.0,75.0,183.61206896551724,29525.999999999996,29525.999999999996,1.0,29525.999999999996,0.0,0.0,0.0,0.0,29525.999999999996,2561.439524473394,0.0,2561.439524473394,0,0,0,0,40,0.0,0.0,0.0,0.0,103.6,0.0757512882365957,194.0323437189927,0.0,67697.5965272727,0.0,14544.780427784408,0.0,0.0,0.0,0.0,0.0,0.0,29525.999999999996,0.0,6,29525.999999999996,1.0
25,24003,MARYLAND,ANNE ARUNDEL,2017.0,corn_grain,3359.0,24,515010.0,True,1359.340274,25.454545454545453,13109345.454545453,153.32241738612683,9643.902785260561,1.2,115.72683342312673,0.845,0.8,84.5,65.1927828283614,180.91961625148815,245931.32072727274,1.0,171.8744298898482,233635.83462006002,0.0,0.0,0.0,233635.83462006002,0.6396588486140724,157312.14545454545,88619.1752727273,0.35,31016.71134545455,57602.46392727275,157312.14545454545,79271.1440787633,0.0,79271.1440787633,40,60,40,40,10,48.0,72.0,48.0,48.0,12.0,0.0757512882365957,6004.891283955106,0.31840453493281395,67697.5965272727,21555.221738335546,14544.780427784408,4631.124047808589,3.033186336760612,257.6,4631.124047808589,0.0,26186.345786144135,233635.83462006002,13890.859678931418,6,157312.14545454545,0.6733219915102809
26,24003,MARYLAND,ANNE ARUNDEL,2017.0,corn_silage,39.38341179970947,24,1131.5048038328723,True,15.937915387577226,1000.0,1131504.8038328723,28.730492157137572,70994.5294799859,0.37,262.6797590759478,0.0,0.0,35.0,0.0,262.6797590759478,4186.567774181627,7.0,225.44817195705852,3593.1738889355593,0.0,0.0,0.0,3593.1738889355593,1.0,4186.567774181627,0.0,0.0,0.0,0.0,4186.567774181627,499.2488661455994,0.0,499.2488661455994,0,0,0,10,40,0.0,0.0,0.0,3.7,14.8,0.0757512882365957,37.81874476118888,0.015366558297594682,67697.5965272727,1040.2790636433792,14544.780427784408,223.5032163692632,12.48513151966195,312.8,223.5032163692632,0.0,1263.7822800126423,3593.1738889355593,670.3883947665745,6,4186.567774181627,1.1651447727239983
27,24003,MARYLAND,ANNE ARUNDEL,2017.0,other_hay,2894.0,24,8604.0,True,1171.161284,1000.0,8604000.0,2.9730476848652385,7346.554328208138,1.65,121.21814641543428,0.0,0.0,87.0,0.0,121.21814641543428,141966.0,50.0,166.63932273669664,195161.52318120003,0.0,0.0,0.0,195161.52318120003,1.0,141966.0,0.0,0.0,0.0,0.0,141966.0,6488.126663984401,0.0,6488.126663984401,0,0,0,40,0,0.0,0.0,0.0,66.0,0.0,0.0757512882365957,491.48395303902447,-0.0,67697.5965272727,-0.0,14544.780427784408,-0.0,-0.0,0.0,0.0,-0.0,0.0,195161.52318120003,53195.52318120003,6,141966.0,0.7274282229709285
28,24003,MARYLAND,ANNE ARUNDEL,2017.0,soybean,4245.0,24,176519.0,True,1717.8920699999999,27.27272727272727,4814154.545454545,41.58280329799764,2802.361469341054,4.8,134.51335052837058,0.87,2.0,87.0,48.76108956653434,183.27444009490492,314845.70727272716,0.0,0.0,0.0,5.3,247.0559092343934,314845.70727272716,314845.70727272716,0.7339449541284404,231079.41818181812,83766.28909090903,0.35,29318.20118181816,54448.08790909087,231079.41818181812,468838.14424296125,0.0,468838.14424296125,20,40,20,10,10,96.0,192.0,96.0,48.0,48.0,0.0757512882365957,35515.09340085919,0.0,67697.5965272727,0.0,14544.780427784408,0.0,0.0,0.0,0.0,0.0,0.0,314845.70727272716,0.0,6,231079.41818181812,0.7339449541284404
29,24003,MARYLAND,ANNE ARUNDEL,2017.0,wheat_grain,1078.0,24,77912.0,True,436.251508,27.27272727272727,2124872.727272727,72.27458256029685,4870.751592388139,2.3,112.0272866249272,1.32,0.75,88.0,48.22044076464258,160.24772738956977,69908.31272727271,1.25,101.27475881261596,44181.26625434,0.0,0.0,0.0,44181.26625434,0.6990881458966566,48872.07272727272,21036.23999999999,0.35,7362.683999999997,13673.555999999993,48872.07272727272,27977.666406886845,0.0,27977.666406886845,40,0,40,0,0,92.0,0.0,92.0,0.0,0.0,0.0757512882365957,2119.3442721754063,0.6662289067695915,67697.5965272727,45102.09572529379,14544.780427784408,9690.153163606557,19.775822782870527,663.6,9690.153163606557,0.0,54792.24888890034,44181.26625434,29065.202415967622,6,48872.07272727272,1.1061718431954615
30,24005,MARYLAND,BALTIMORE,2017.0,alfalfa_hay,1603.0,24,5122.0,True,648.7116579999999,1000.0,5122000.0,3.1952588895820337,7895.6496878617845,2.59,204.49732691562022,0.0,0.0,87.0,0.0,204.49732691562022,132659.80000000002,0.0,0.0,0.0,75.0,268.6413911416095,132659.80000000002,132659.80000000002,1.0,132659.80000000002,0.0,0.0,0.0,0.0,132659.80000000002,15994.66320326908,0.0,15994.66320326908,0,0,0,0,40,0.0,0.0,0.0,0.0,103.6,1.0199706245532465,16314.086616957193,0.0,351033.68231272715,0.0,68143.16320047532,0.0,0.0,0.0,0.0,0.0,0.0,132659.80000000002,0.0,6,132659.80000000002,1.0
31,24005,MARYLAND,BALTIMORE,2017.0,corn_grain,18368.0,24,3207428.0,True,7433.272448,25.454545454545453,81643621.81818181,174.6204268292683,10983.536845894689,1.2,131.80244215073625,0.845,0.8,84.5,74.2487090782481,206.05115122898434,1531634.3453090906,1.0,195.74949847560976,1455059.353728568,0.0,0.0,0.0,1455059.353728568,0.6396588486140725,979723.4618181817,551910.8834909089,0.35,193168.8092218181,358742.0742690908,979723.4618181817,53217.25354965929,0.0,53217.25354965929,40,60,40,40,10,48.0,72.0,48.0,48.0,12.0,1.0199706245532465,54280.03534005446,0.3853748926370263,351033.68231272715,135279.5676332472,68143.16320047532,26260.664202330536,3.1453321670909835,257.6,26260.664202330536,0.0,161540.23183557775,1455059.353728568,84965.24025505525,6,979723.4618181817,0.6733219915102809
32,24005,MARYLAND,BALTIMORE,2017.0,corn_silage,625.0,24,13826.0,True,252.92875,1000.0,13826000.0,22.1216,54663.6157415873,0.37,202.25537824387303,0.0,0.0,35.0,0.0,202.25537824387303,51156.200000000004,7.0,173.5881952,43905.445226692005,0.0,0.0,0.0,43905.445226692005,1.0,51156.200000000004,0.0,0.0,0.0,0.0,51156.200000000004,6797.649241095276,0.0,6797.649241095276,0,0,0,10,40,0.0,0.0,0.0,3.7,14.8,1.0199706245532465,6933.40254193385,0.036490488403941465,351033.68231272715,12809.390513825441,68143.16320047532,2486.5773065748353,8.752752119143421,312.8,2486.5773065748353,0.0,15295.967820400278,43905.445226692005,8045.213047092278,6,51156.200000000004,1.165144772723998
