,FIPS,county,commodity,nitrogen_content_diet,animal_nitrogen_content,feed_conversion_ratio,animal_nitrogen_uptake,inventory_head,is_chesapeake,feed_nitrogen_total,proportion_AU,animalN-feedN_ratio,feed_nitrogen_calc,domestic_animal_nitrogen,export_animal_nitrogen,import_animal_nitrogen,selfloop_animal_nitrogen,animal_nitrogen,crop_diet_percentage_corn,crop_diet_percentage_wheat,crop_diet_percentage_soybean,crop_diet_percentage_alfalfa,crop_diet_percentage_cornsilage,crop_diet_percentage_otherhay,nitrogen_content_diet_weight_corn,nitrogen_content_diet_weight_wheat,nitrogen_content_diet_weight_soybean,nitrogen_content_diet_weight_alfalfa,nitrogen_content_diet_weight_cornsilage,nitrogen_content_diet_weight_otherhay,animal_slaughtering_rate,animal_carcass_milked_laid_nitrogen,nitrogen_recycling_rate3,nitrogen_recycling3,nitrogen_loss4,animal_product_processing_rate,domestic_animal_product_nitrogen,nitrogen_recycling_rate4,nitrogen_recycling4,nitrogen_loss5,export_meat_nitrogen,import_meat_nitrogen,selfloop_meat_nitrogen,animal_product_nitrogen,animal_product_consumption_rate,animal_product_nitrogen_consumption,nitrogen_loss6,nitrogen_loss7,feed_nitrogen_recycled_slaughtering_waste,feed_nitrogen_recycled_meat_waste,total_feed_nitrogen,manure_feed_nitrogen_waste,nitrogen_recycling_rate2,nitrogen_recycling2,nitrogen_loss3,proportion_manure_feed_nitrogen_waste,excess_recycled_nitrogen_manure_total,excess_recycled_nitrogen_manure,category
10,10005,SUSSEX,broiler,2.36,2.3,1.93,0.5049617985421972,38705701.0,True,32341078.360740576,0.9817764503948176,0.5077081633820517,31751709.11494853,16120601.918991668,5563253.808243606,10713613.275968365,10557348.110748062,21270961.386716425,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,6457974.735243769,12377784.909217224,12915949.470487539,0.0,0.0,0.0,0.75,15953221.040037319,0.9,4785966.312011196,531774.0346679101,0.9,14357898.936033588,0.9,1435789.8936033582,159532.21040037298,11019526.119220627,6121289.636731826,3338372.816812961,9459662.453544786,0.84,7946116.46097762,1513545.9925671658,7946116.46097762,4785966.312011196,1435789.8936033582,37973465.32056308,21852863.401571408,0.35,7648502.190549992,14204361.211021416,0.9718708365586172,0.0,0.0,7
11,10005,SUSSEX,cow_beef,1.6569999999999998,2.0,6.6,0.18287887931822758,1036.0,True,32341078.360740576,0.0015641851082268,0.1326506234221971,50587.43315586642,6710.454545454405,2315.792052470701,65302.11781958948,4394.662492983704,69696.78031257319,0.28968014484007243,0.0,0.28968014484007243,0.0,0.022329511164755584,0.39831019915509963,14654.174963678866,0.0,14654.174963678866,0.0,1129.592653450246,20149.490575058444,0.75,52272.58523442989,0.9,15681.775570328968,1742.4195078143293,0.9,47045.326710986905,0.9,4704.532671098687,522.7258523442988,46699.992197862666,134960.58314344188,345.3345131242389,135305.91765656613,0.84,113656.97083151554,21648.94682505059,113656.97083151554,15681.775570328968,4704.532671098687,70973.74139729407,64263.286851839664,0.35,22492.15039814388,41771.136453695784,0.002858005983243949,0.0,0.0,7
12,10005,SUSSEX,cow_milk,1.7839999999999998,0.5,1.0,0.28026905829596416,1872.0,True,32341078.360740576,0.0117804517859067,0.2466533752363435,380992.51433293486,93973.08959999937,32430.31192115155,1107036.3795593502,61542.777678847815,1168579.157238198,0.06726457399103139,0.0,0.26905829596412556,0.5807174887892376,0.08295964125560538,0.0,25627.299170376784,0.0,102509.19668150714,221249.01617091952,31607.002310131367,0.0,0.98,1145207.574093434,0.9,21034.424830287557,2337.1583144763936,0.98,1122303.4226115653,0.9,20613.73633368183,2290.4151481868685,959728.565205267,84035.06706634173,162574.8574062984,246609.92447264012,0.68,167694.7486413953,78915.17583124482,167694.7486413953,21034.424830287557,20613.73633368183,422640.6754969043,328667.58589690493,0.35,115033.65506391671,213633.93083298823,0.014616960523002077,0.0,0.0,7
13,10005,SUSSEX,layer,2.64,1.78,1.82,0.37046287046287046,2121.0,True,32341078.360740576,6.40470388909095e-05,0.2794453354382216,2071.350303544303,578.8291803839999,199.75517404844098,305283.68582131,379.07400633555886,305662.75982764555,0.2727272727272727,0.0,0.7272727272727273,0.0,0.0,0.0,564.9137191484463,0.0,1506.436584395857,0.0,0.0,0.0,0.95,290379.6218362633,0.9,13754.824192244048,1528.3137991382264,0.84,243918.88234246115,0.9,41814.66554442192,4646.07394938021,134517.38319715674,1571755.1257945315,109401.4991453044,1681156.6249398359,0.98,1647533.492441039,33623.1324987968,1647533.492441039,13754.824192244048,41814.66554442192,57640.84004021027,57062.010859826274,0.35,19971.703800939194,37090.307058887076,0.002537740853954564,0.0,0.0,7
14,10005,SUSSEX,pig,2.36,2.0,3.2,0.2648305084745763,3510.5782549157075,True,32341078.360740576,0.0048148656721578,0.0733472596926114,155717.94799969526,11421.484770734205,3941.578544392084,123135.32468223413,7479.906226342121,130615.23090857625,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,31671.44705078548,60703.60684733883,63342.89410157096,0.0,0.0,0.0,0.75,97961.42318143218,0.9,29388.426954429666,3265.380772714405,0.9,88165.28086328896,0.9,8816.528086328897,979.6142318143211,87575.49686192416,34991.97261126136,589.7840013648179,35581.75661262617,0.84,29888.675554605983,5693.0810580201905,29888.675554605983,29388.426954429666,8816.528086328897,193922.90304045382,182501.4182697196,0.35,63875.49639440186,118625.92187531776,0.008116456081182123,0.0,0.0,7
15,24001,ALLEGANY,broiler,2.36,2.3,1.93,0.5049617985421972,120.0,True,41160.26144345427,0.0017836957395304,0.680751587362589,73.41738297464678,49.97899999999792,49.97899999999791,55593.71496648098,0.0,55593.71496648098,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,14.932349079589178,28.620335735879255,29.864698159178356,0.0,0.0,0.0,0.75,41695.286224860734,0.9,12508.585867458218,1389.8428741620246,0.9,37525.75760237466,0.9,3752.5757602374683,416.9528622486073,37525.75760237466,159287.4791805189,0.0,159287.4791805189,0.84,133801.48251163587,25485.996668883017,133801.48251163587,12508.585867458218,3752.5757602374683,16334.579010670333,16284.600010670336,0.35,5699.610003734617,10584.990006935719,0.21220400665960443,0.0,0.0,6
16,24001,ALLEGANY,cow_beef,1.6569999999999998,2.0,6.6,0.18287887931822758,860.3636670058921,True,41160.26144345427,0.7612237139311625,0.1778622621660411,31332.167082363892,5572.810115833609,5572.8101158336085,52146.96725223363,0.0,52146.96725223363,0.28968014484007243,0.0,0.28968014484007243,0.0,0.022329511164755584,0.39831019915509963,9076.306698572522,0.0,9076.306698572522,0.0,699.631974681632,12479.921710537219,0.75,39110.22543917522,0.9,11733.06763175257,1303.6741813058416,0.9,35199.2028952577,0.9,3519.920289525767,391.102254391752,35199.202895257695,28871.743490877012,0.0,28871.743490877012,0.84,24252.26453233669,4619.478958540323,24252.26453233669,11733.06763175257,3519.920289525767,46585.155003642234,41012.34488780863,0.35,14354.320710733018,26658.02417707561,0.5344303146528613,0.0,0.0,6
17,24001,ALLEGANY,cow_milk,1.7839999999999998,0.5,1.0,0.28026905829596416,53.05804645012413,True,41160.26144345427,0.1956632275391546,0.3307208527079141,8053.549600381685,2663.476791163712,2663.476791163712,211011.29541688276,0.0,211011.29541688276,0.06726457399103139,0.0,0.26905829596412556,0.5807174887892376,0.08295964125560538,0.0,541.7185829853152,0.0,2166.8743319412606,4676.83709977322,668.1195856818887,0.0,0.98,206791.0695085451,0.9,3798.20331750389,422.02259083376566,0.98,202655.2481183742,0.9,3722.2392511538055,413.5821390170895,202655.2481183742,1199319.6210133252,0.0,1199319.6210133252,0.68,815537.3422890612,383782.278724264,815537.3422890612,3798.20331750389,3722.2392511538055,15573.99216903938,12910.515377875668,0.35,4518.680382256483,8391.834995619185,0.16823643745812084,0.0,0.0,6
18,24001,ALLEGANY,layer,2.64,1.78,1.82,0.37046287046287046,973.0,True,41160.26144345427,0.0172176185968566,0.3746893774829651,708.6816828802979,265.53549859199893,265.535498591999,5772.010595119729,0.0,5772.010595119729,0.2727272727272727,0.0,0.7272727272727273,0.0,0.0,0.0,193.2768226037176,0.0,515.4048602765803,0.0,0.0,0.0,0.95,5483.410065363742,0.9,259.7404767803882,28.86005297559865,0.84,4606.064454905543,0.9,789.6110494123793,87.73456104581987,2768.435018904639,63542.23713062689,1837.6294360009042,65379.866566627796,0.98,64072.269235295236,1307.5973313325594,64072.269235295236,259.7404767803882,789.6110494123793,1758.0332090730653,1492.4977104810664,0.35,522.3741986683732,970.1235118126932,0.019448681201063866,0.0,0.0,6
19,24001,ALLEGANY,pig,2.36,2.0,3.2,0.2648305084745763,30.0,True,41160.26144345427,0.0241117441932958,0.0983463868924791,992.4456948537455,97.60344827586171,97.60344827586171,14172.66292665919,0.0,14172.66292665919,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,201.8533616651686,386.8856098582398,403.7067233303372,0.0,0.0,0.0,0.75,10629.497194994392,0.9,3188.849158498318,354.3165731664799,0.9,9566.547475494954,0.9,956.6547475494945,106.29497194994383,9566.547475494954,1259.7663347544794,0.0,1259.7663347544794,0.84,1058.2037211937627,201.56261356071673,1058.2037211937627,3188.849158498318,956.6547475494945,5137.949600901558,5040.346152625697,0.35,1764.1211534189938,3276.224999206703,0.06568056002834957,0.0,0.0,6
20,24003,ANNE ARUNDEL,broiler,2.36,2.3,1.93,0.5049617985421972,15748.551470038154,True,47558.795847142246,0.1816556580330842,0.7592191449140037,8639.324354873737,6559.140449341965,6559.140449341966,32732.693362611637,0.0,32732.693362611637,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,1757.150716245506,3367.8722061372196,3514.301432491012,0.0,0.0,0.0,0.75,24549.520021958728,0.9,7364.856006587618,818.3173340652911,0.9,22094.568019762857,0.9,2209.4568019762837,245.49520021958688,22094.568019762857,479977.43032170756,0.0,479977.43032170756,0.84,403181.04147023434,76796.38885147322,403181.04147023434,7364.856006587618,2209.4568019762837,18213.63716343764,11654.496714095676,0.35,4079.073849933486,7575.42286416219,0.25730752022807,0.0,0.0,6
21,24003,ANNE ARUNDEL,cow_beef,1.6569999999999998,2.0,6.6,0.18287887931822758,716.0,True,47558.795847142246,0.4916002055624414,0.1983637454557232,23379.91381475731,4637.727272727265,4637.727272727265,1176.5434754864673,0.0,1176.5434754864673,0.28968014484007243,0.0,0.28968014484007243,0.0,0.022329511164755584,0.39831019915509963,6772.696820207308,0.0,6772.696820207308,0.0,522.0620465576467,9312.45812778505,0.75,882.4076066148505,0.9,264.72228198445515,29.41358688716167,0.9,794.1668459533654,0.9,79.41668459533656,8.824076066148507,794.1668459533653,134314.11323411213,0.0,134314.11323411213,0.84,112823.85511665419,21490.25811745794,112823.85511665419,264.72228198445515,79.41668459533656,23724.0527813371,19086.325508609836,0.35,6680.2139280134425,12406.111580596393,0.42138714415238687,0.0,0.0,6
22,24003,ANNE ARUNDEL,cow_milk,1.7839999999999998,0.5,1.0,0.28026905829596416,15.0,True,47558.795847142246,0.0429257609661506,0.3688417444179895,2041.4975023723837,752.9894999999987,752.9894999999987,989.9190852342094,0.0,989.9190852342094,0.06726457399103139,0.0,0.26905829596412556,0.5807174887892376,0.08295964125560538,0.0,137.320459800833,0.0,549.281839203332,1185.5333029471913,169.36190042102734,0.0,0.98,970.1207035295253,0.9,17.81854353421576,1.9798381704684154,0.98,950.7182894589347,0.9,17.46217266353151,1.9402414070590552,950.7182894589346,98258.5767380561,0.0,98258.5767380561,0.68,66815.83218187816,31442.744556177946,66815.83218187816,17.81854353421576,17.46217266353151,2076.778218570131,1323.788718570132,0.35,463.32605149954617,860.4626670705859,0.029226555280521642,0.0,0.0,6
23,24003,ANNE ARUNDEL,layer,2.64,1.78,1.82,0.37046287046287046,2001.0,True,47558.795847142246,0.0274774304840906,0.4178783480815581,1306.7935067969079,546.0807119039982,546.0807119039982,6033.594458383597,0.0,6033.594458383597,0.2727272727272727,0.0,0.7272727272727273,0.0,0.0,0.0,356.3982291264294,0.0,950.3952776704784,0.0,0.0,0.0,0.95,5731.914735464417,0.9,271.5117506272618,30.167972291917977,0.84,4814.80837779011,0.9,825.3957219068765,91.71063576743074,4814.80837779011,1459.1456512360453,0.0,1459.1456512360453,0.98,1429.9627382113244,29.182913024720847,1429.9627382113244,271.5117506272618,825.3957219068765,2403.7009793310463,1857.620267427048,0.35,650.1670935994667,1207.4531738275814,0.04101246722725997,0.0,0.0,6
24,24003,ANNE ARUNDEL,pig,2.36,2.0,3.2,0.2648305084745763,411.0,True,47558.795847142246,0.256340944954233,0.1096823880369744,12191.266668341896,1337.1672413793078,1337.1672413793076,1769.9412377670747,0.0,1769.9412377670747,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,2479.579661357674,4752.5276842688745,4959.159322715348,0.0,0.0,0.0,0.75,1327.455928325306,0.9,398.23677849759173,44.24853094417682,0.9,1194.7103354927756,0.9,119.47103354927746,13.274559283253055,1194.7103354927756,131037.95661436139,0.0,131037.95661436139,0.84,110071.88355606356,20966.07305829783,110071.88355606356,398.23677849759173,119.47103354927746,12708.974480388766,11371.807239009458,0.35,3980.13253365331,7391.6747053561485,0.25106631311176136,0.0,0.0,6
25,24005,BALTIMORE,broiler,2.36,2.3,1.93,0.5049617985421972,15374.0,True,274169.24048498773,0.0349152781026655,0.6688965538849657,9572.695278729925,6403.142883333328,6403.142883333329,159.1268330126739,0.0,159.1268330126739,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,1946.9888702501544,3731.7286679794624,3893.9777405003088,0.0,0.0,0.0,0.75,119.34512475950542,0.9,35.80353742785163,3.9781708253168446,0.9,107.41061228355488,0.9,10.741061228355488,1.1934512475950534,107.41061228355488,3060.0794649360473,0.0,3060.0794649360473,0.84,2570.46675054628,489.61271438976746,2570.46675054628,35.80353742785163,10.741061228355488,9619.239877386131,3216.096994052803,0.35,1125.633947918481,2090.463046134322,0.01603680688945549,0.0,0.0,6
26,24005,BALTIMORE,cow_beef,1.6569999999999998,2.0,6.6,0.18287887931822758,1673.0,True,274169.24048498773,0.2261597357697266,0.1747648576038963,62006.04298427145,10836.477272727272,10836.477272727272,1295.862361840214,0.0,1295.862361840214,0.28968014484007243,0.0,0.28968014484007243,0.0,0.022329511164755584,0.39831019915509963,17961.91951264351,0.0,17961.91951264351,0.0,1384.564629099604,24697.63932988483,0.75,971.8967713801604,0.9,291.56903141404814,32.396559046005336,0.9,874.7070942421444,0.9,87.4707094242144,9.718967713801604,874.7070942421444,90173.28614623476,0.0,90173.28614623476,0.84,75745.5603628372,14427.72578339756,75745.5603628372,291.56903141404814,87.4707094242144,62385.08272510971,51548.605452382435,0.35,18042.01190833385,33506.593544048585,0.2570429413631723,0.0,0.0,6
27,24005,BALTIMORE,cow_milk,1.7839999999999998,0.5,1.0,0.28026905829596416,985.0,True,274169.24048498773,0.5549876102856529,0.3249614731436441,152160.5315905958,49446.31050000001,49446.31050000001,4824.530466479007,0.0,4824.530466479007,0.06726457399103139,0.0,0.26905829596412556,0.5807174887892376,0.08295964125560538,0.0,10235.0133356903,0.0,40940.0533427612,88362.28179812625,12623.183114018038,0.0,0.98,4728.039857149427,0.9,86.84154839662233,9.649060932958037,0.98,4633.479060006438,0.9,85.10471742869014,9.456079714298895,4633.479060006438,349480.801038733,0.0,349480.801038733,0.68,237646.94470633846,111833.85633239453,237646.94470633846,86.84154839662233,85.10471742869014,152332.47785642112,102886.16735642111,0.35,36010.15857474739,66876.00878167372,0.5130335311846116,0.0,0.0,6
28,24005,BALTIMORE,layer,2.64,1.78,1.82,0.37046287046287046,15891.0,True,274169.24048498773,0.0429635906887833,0.3681643025566184,11779.295027651608,4336.715938463997,4336.715938463997,2736.616688097502,0.0,2736.616688097502,0.2727272727272727,0.0,0.7272727272727273,0.0,0.0,0.0,3212.535007541347,0.0,8566.76002011026,0.0,0.0,0.0,0.95,2599.785853692627,0.9,123.14775096438757,13.683083440487508,0.84,2183.8201171018063,0.9,374.3691629317386,41.596573659082026,2183.8201171018063,370.1655284124455,0.0,370.1655284124455,0.98,362.7622178441966,7.403310568248912,362.7622178441966,123.14775096438757,374.3691629317386,12276.811941547734,7940.096003083737,0.35,2779.0336010793076,5161.062402004429,0.03959264491110079,0.0,0.0,6
29,24005,BALTIMORE,pig,2.36,2.0,3.2,0.2648305084745763,1148.0,True,274169.24048498773,0.1409737851531716,0.0966337214640654,38650.6756037389,3734.9586206896524,3734.9586206896524,130.05170552114035,0.0,130.05170552114035,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,7861.154360082488,15067.212523491437,15722.308720164976,0.0,0.0,0.0,0.75,97.53877914085527,0.9,29.261633742256574,3.251292638028506,0.9,87.78490122676975,0.9,8.778490122676969,0.9753877914085525,87.78490122676975,53472.11214983757,0.0,53472.11214983757,0.84,44916.57420586356,8555.537943974014,44916.57420586356,29.261633742256574,8.778490122676969,38688.715727603834,34953.757106914185,0.35,12233.814987419964,22719.94211949422,0.17429407565165986,0.0,0.0,6
30,24009,CALVERT,broiler,2.36,2.3,1.93,0.5049617985421972,670.0,True,31573.03320084917,0.0123001806398464,0.7185439270524924,388.3540117183126,279.049416666666,279.049416666666,1582667.5987472036,0.0,1582667.5987472036,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,78.98725662067376,151.39224185629138,157.97451324134752,0.0,0.0,0.0,0.75,1187000.6990604028,0.9,356100.2097181207,39566.68996868009,0.9,1068300.6291543625,0.9,106830.0629154363,11870.00699060403,1068300.6291543625,1048547.8399816597,0.0,1048547.8399816597,0.84,880780.185584594,167767.65439706563,880780.185584594,356100.2097181207,106830.0629154363,463318.6266452753,463039.5772286086,0.35,162063.852030013,300975.7251985956,0.9283855781475295,0.0,0.0,6
31,24009,CALVERT,cow_beef,1.6569999999999998,2.0,6.6,0.18287887931822758,613.340143771107,True,31573.03320084917,0.6702376121227782,0.1877363941615842,21161.434380010345,3972.7713857901213,3972.7713857901213,17713.05170501346,0.0,17713.05170501346,0.28968014484007243,0.0,0.28968014484007243,0.0,0.022329511164755584,0.39831019915509963,6130.047376225085,0.0,6130.047376225085,0.0,472.52448525068365,8428.815142309493,0.75,13284.788778760094,0.9,3985.436633628028,442.82629262533646,0.9,11956.309900884085,0.9,1195.6309900884078,132.8478877876007,11956.309900884085,42818.041482004126,0.0,42818.041482004126,0.84,35967.154844883466,6850.88663712066,35967.154844883466,3985.436633628028,1195.6309900884078,26342.502003726782,22369.73061793666,0.35,7829.405716277831,14540.32490165883,0.04485088600209291,0.0,0.0,6
