,FIPS,county,commodity,nitrogen_content_diet,animal_nitrogen_content,feed_conversion_ratio,animal_nitrogen_uptake,inventory_head,feed_nitrogen_total,proportion_AU,animalN-feedN_ratio,is_chesapeake,feed_nitrogen_calc,domestic_animal_nitrogen,export_animal_nitrogen,import_animal_nitrogen,selfloop_animal_nitrogen,animal_nitrogen,crop_diet_percentage_corn,crop_diet_percentage_wheat,crop_diet_percentage_soybean,crop_diet_percentage_alfalfa,crop_diet_percentage_cornsilage,crop_diet_percentage_otherhay,nitrogen_content_diet_weight_corn,nitrogen_content_diet_weight_wheat,nitrogen_content_diet_weight_soybean,nitrogen_content_diet_weight_alfalfa,nitrogen_content_diet_weight_cornsilage,nitrogen_content_diet_weight_otherhay,animal_slaughtering_rate,animal_carcass_milked_laid_nitrogen,nitrogen_recycling_rate3,nitrogen_recycling3,nitrogen_loss4,animal_product_processing_rate,domestic_animal_product_nitrogen,nitrogen_recycling_rate4,nitrogen_recycling4,nitrogen_loss5,export_meat_nitrogen,import_meat_nitrogen,selfloop_meat_nitrogen,animal_product_nitrogen,animal_product_consumption_rate,animal_product_nitrogen_consumption,nitrogen_loss6,nitrogen_loss7,feed_nitrogen_recycled_slaughtering_waste,feed_nitrogen_recycled_meat_waste,total_feed_nitrogen,manure_feed_nitrogen_waste,nitrogen_recycling_rate2,nitrogen_recycling2,nitrogen_loss3,proportion_manure_feed_nitrogen_waste,excess_recycled_nitrogen_manure_total,excess_recycled_nitrogen_manure,category
10,10003,NEW CASTLE,pig,2.36,2.0,3.2,0.2648305084745763,145.0,404603.22471453645,0.0155542122118641,0.0871166728713143,True,6293.284418814438,548.2499999999968,,11264.56513630778,548.2499999999968,11812.815136307776,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,1279.9900512842926,2453.3142649615606,2559.980102568585,0.0,0.0,0.0,0.75,8859.611352230831,0.9,2657.88340566925,295.32037840769453,0.9,7973.650217007748,0.9,797.3650217007748,88.59611352230831,,159575.63591481626,7973.650217007748,167549.28613182402,0.84,140741.40035073218,26807.88578109184,140741.40035073218,2657.88340566925,797.3650217007748,9748.532846184462,9200.282846184466,0.35,3220.098996164563,5980.183850019903,0.02929680855558195,0.0,0.0,4
11,10003,,year,,,,,2017.0,404603.22471453645,,,True,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,0
12,10005,SUSSEX,broiler,2.36,2.3,1.93,0.5049617985421972,38705701.0,37802433.61794484,0.9817764503948176,0.5085179227975529,True,37113539.09371161,18872899.807600003,6513077.6291632475,12542766.762109306,12359822.178436756,24902588.94054606,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,7548516.4258396495,14467989.81619266,15097032.851679299,0.0,0.0,0.0,0.75,18676941.705409545,0.9,5603082.511622865,622564.7235136516,0.9,16809247.53486859,0.9,1680924.7534868594,186769.41705409554,12900908.627380246,7160002.926724942,3908338.9074883442,11068341.834213287,0.84,9297407.14073916,1770934.693474127,9297407.14073916,5603082.511622865,1680924.7534868594,44397546.35882133,25524646.55122133,0.35,8933626.292927464,16591020.258293865,0.9717128955604596,0.0,0.0,7
13,10005,SUSSEX,cow_beef,1.6569999999999998,2.0,6.6,0.18287887931822758,1036.0,37802433.61794484,0.0015641851082268,0.1146213202186139,True,59130.003719921464,6777.55909090895,2338.9499729954086,65955.1389977854,4438.609117913542,70393.74811569894,0.28968014484007243,0.0,0.28968014484007243,0.0,0.022329511164755584,0.39831019915509963,17128.78804198087,0.0,17128.78804198087,0.0,1320.3440782360256,23552.0835577237,0.75,52795.31108677421,0.9,15838.593326032258,1759.8437028924727,0.9,47515.77997809679,0.9,4751.577997809675,527.9531108677411,47166.99211984131,136310.18897487634,348.7878582554814,136658.9768331318,0.84,114793.5405398307,21865.4362933011,114793.5405398307,15838.593326032258,4751.577997809675,79720.17504376339,72942.61595285444,0.35,25529.915583499052,47412.700369355385,0.0027768956727791103,0.0,0.0,7
14,10005,SUSSEX,cow_milk,1.7839999999999998,0.5,1.0,0.28026905829596416,1872.0,37802433.61794484,0.0117804517859067,0.2130879311766812,True,445329.7466261377,94894.3943999993,32748.25615567263,1117889.677398168,62146.13824432668,1180035.8156424947,0.06726457399103139,0.0,0.26905829596412556,0.5807174887892376,0.08295964125560538,0.0,29954.9156923411,0.0,119819.6627693644,258610.77214387813,36944.39602055403,0.0,0.98,1156435.0993296448,0.9,21240.644681564907,2360.0716312849872,0.98,1133306.3973430519,0.9,20815.831787933665,2312.870198659297,969137.6687857113,84858.94027287448,164168.72855734063,249027.66883021512,0.68,169338.8148045463,79688.85402566881,169338.8148045463,21240.644681564907,20815.831787933665,487386.22309563623,392491.82869563694,0.35,137372.14004347293,255119.688652164,0.014942004018755282,0.0,0.0,7
15,10005,SUSSEX,layer,2.64,1.78,1.82,0.37046287046287046,2121.0,37802433.61794484,6.40470388909095e-05,0.2697240495154301,True,2421.1339360995376,653.0380496639999,225.3648117469591,344422.61990096513,427.6732379170408,344850.29313888215,0.2727272727272727,0.0,0.7272727272727273,0.0,0.0,0.0,660.3092552998738,0.0,1760.8246807996636,0.0,0.0,0.0,0.95,327607.778481938,0.9,15518.263191249729,1724.2514656944131,0.84,275190.53392482793,0.9,47175.520101399066,5241.7244557110025,151763.20155576654,1773262.193204087,123427.33236906138,1896689.5255731484,0.98,1858755.7350616853,37933.79051146307,1858755.7350616853,15518.263191249729,47175.520101399066,65114.91722874834,64461.87917908434,0.35,22561.657712679516,41900.22146640482,0.002454037478821792,0.0,0.0,7
16,10005,SUSSEX,pig,2.36,2.0,3.2,0.2648305084745763,3510.5782549157075,37802433.61794484,0.0048148656721578,0.0729264984746594,True,182013.63995106658,13273.617436258663,4580.753443482689,143103.21517124498,8692.863992775972,151796.07916402095,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,37019.72337987795,70954.46981143273,74039.4467597559,0.0,0.0,0.0,0.75,113847.05937301571,0.9,34154.11781190472,3794.9019791005194,0.9,102462.35343571415,0.9,10246.235343571409,1138.470593730157,101776.92878547937,40666.34654822265,685.424650234788,41351.77119845744,0.84,34735.48780670425,6616.28339175319,34735.48780670425,34154.11781190472,10246.235343571409,226413.9931065427,213140.37567028403,0.35,74599.1314845994,138541.24418568463,0.008114167269184213,0.0,0.0,7
17,10005,,year,,,,,2017.0,37802433.61794484,,,True,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,0
18,24001,ALLEGANY,broiler,2.36,2.3,1.93,0.5049617985421972,120.0,41726.714193353306,0.0017836957395304,0.7861582582525244,True,74.42776233128697,58.51199999999741,58.51199999999741,65085.32483880696,0.0,65085.32483880696,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,15.137849965685486,29.014212434230515,30.275699931370973,0.0,0.0,0.0,0.75,48813.99362910522,0.9,14644.198088731568,1627.133120970173,0.9,43932.5942661947,0.9,4393.259426619472,488.13993629105244,43932.5942661947,186480.0374961508,0.0,186480.0374961508,0.84,156643.23149676665,29836.805999384145,156643.23149676665,14644.198088731568,4393.259426619472,19111.885277682326,19053.373277682327,0.35,6668.680647188814,12384.692630493513,0.23529700024607045,0.0,0.0,6
19,24001,ALLEGANY,cow_beef,1.6569999999999998,2.0,6.6,0.18287887931822758,860.3636670058921,41726.714193353306,0.7612237139311625,0.1772022055111407,True,31763.364348408555,5628.538216991932,5628.538216991931,52668.436924755966,0.0,52668.436924755966,0.28968014484007243,0.0,0.28968014484007243,0.0,0.022329511164755584,0.39831019915509963,9201.215985054983,0.0,9201.215985054983,0.0,709.2603988479883,12651.671979450603,0.75,39501.32769356697,0.9,11850.398308070096,1316.7109231188988,0.9,35551.19492421028,0.9,3555.1194924210236,395.0132769356692,35551.19492421028,29160.460925785785,0.0,29160.460925785785,0.84,24494.78717766006,4665.673748125726,24494.78717766006,11850.398308070096,3555.1194924210236,47168.88214889967,41540.34393190774,0.35,14539.120376167706,27001.22355574003,0.5129967367939429,0.0,0.0,6
20,24001,ALLEGANY,cow_milk,1.7839999999999998,0.5,1.0,0.28026905829596416,53.05804645012413,41726.714193353306,0.1956632275391546,0.3294295624958446,True,8164.38357367536,2689.589308724134,2689.589308724134,213080.03360724438,0.0,213080.03360724438,0.06726457399103139,0.0,0.26905829596412556,0.5807174887892376,0.08295964125560538,0.0,549.1737829826475,0.0,2196.69513193059,4741.200326416856,677.3143323452653,0.0,0.98,208818.4329350995,0.9,3835.4406049303916,426.16006721448775,0.98,204642.0642763975,0.9,3758.7317928318053,417.6368658702004,204642.0642763975,1211077.6565134553,0.0,1211077.6565134553,0.68,823532.8064291497,387544.8500843056,823532.8064291497,3835.4406049303916,3758.7317928318053,15758.555971437556,13068.966662713421,0.35,4574.138331949697,8494.828330763725,0.1613933977588258,0.0,0.0,6
21,24001,ALLEGANY,layer,2.64,1.78,1.82,0.37046287046287046,973.0,41726.714193353306,0.0172176185968566,0.4169878375364287,True,718.4346502812001,299.57851123199805,299.57851123199805,6512.0119534684145,0.0,6512.0119534684145,0.2727272727272727,0.0,0.7272727272727273,0.0,0.0,0.0,195.93672280396365,0.0,522.4979274772364,0.0,0.0,0.0,0.95,6186.411355794993,0.9,293.04053790607924,32.560059767342125,0.84,5196.585538867794,0.9,890.8432352344795,98.98258169271992,3123.3625854308757,71688.67778839958,2073.222953436918,73761.90074183649,0.98,72286.66272699976,1475.2380148367374,72286.66272699976,293.04053790607924,890.8432352344795,1902.3184234217588,1602.7399121897606,0.35,560.9589692664161,1041.7809429233444,0.019792815057826565,0.0,0.0,6
22,24001,ALLEGANY,pig,2.36,2.0,3.2,0.2648305084745763,30.0,41726.714193353306,0.0241117441932958,0.1127428679522041,True,1006.1038586569,113.4310344827579,113.4310344827579,16470.932590441753,0.0,16470.932590441753,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,204.63129328614917,392.20997879845254,409.26258657229835,0.0,0.0,0.0,0.75,12353.199442831316,0.9,3705.9598328493935,411.7733147610438,0.9,11117.879498548184,0.9,1111.7879498548189,123.53199442831306,11117.879498548184,1464.0527674173682,0.0,1464.0527674173682,0.84,1229.8043246305892,234.24844278677892,1229.8043246305892,3705.9598328493935,1111.7879498548189,5823.851641361112,5710.420606878354,0.35,1998.647212407424,3711.7733944709303,0.07052005014333422,0.0,0.0,6
23,24001,,year,,,,,2017.0,41726.714193353306,,,True,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,0
24,24003,ANNE ARUNDEL,broiler,2.36,2.3,1.93,0.5049617985421972,15748.551470038154,51064.19099259858,0.1816556580330842,0.8278257398299687,True,9276.099216687586,7678.993696790593,7678.993696790594,38312.70958682289,0.0,38312.70958682289,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,1886.664247461882,3616.1064743019406,3773.328494923764,0.0,0.0,0.0,0.75,28734.53219011717,0.9,8620.359657035151,957.8177396705723,0.9,25861.078971105453,0.9,2586.1078971105453,287.3453219011717,25861.078971105453,561901.8146165021,0.0,561901.8146165021,0.84,471997.5242778618,89904.29033864033,471997.5242778618,8620.359657035151,2586.1078971105453,20482.566770833284,12803.573074042692,0.35,4481.250575914942,8322.322498127749,0.2602378890812904,0.0,0.0,6
25,24003,ANNE ARUNDEL,cow_beef,1.6569999999999998,2.0,6.6,0.18287887931822758,716.0,51064.19099259858,0.4916002055624414,0.1865941689690203,True,25103.16678884123,4684.104545454539,4684.104545454539,1188.308910241332,0.0,1188.308910241332,0.28968014484007243,0.0,0.28968014484007243,0.0,0.022329511164755584,0.39831019915509963,7271.8889913360235,0.0,7271.8889913360235,0.0,560.5414430821519,9998.847363087034,0.75,891.2316826809989,0.9,267.3695048042997,29.707722756033263,0.9,802.108514412899,0.9,80.21085144128992,8.912316826809985,802.108514412899,135657.25436645324,0.0,135657.25436645324,0.84,113952.09366782072,21705.16069863252,113952.09366782072,267.3695048042997,80.21085144128992,25450.74714508682,20766.642599632283,0.35,7268.324909871299,13498.317689760985,0.4220905525497598,0.0,0.0,6
26,24003,ANNE ARUNDEL,cow_milk,1.7839999999999998,0.5,1.0,0.28026905829596416,15.0,51064.19099259858,0.0429257609661506,0.3468897876887624,True,2191.969256478147,760.3717499999988,760.3717499999988,999.6241743051274,0.0,999.6241743051274,0.06726457399103139,0.0,0.26905829596412556,0.5807174887892376,0.08295964125560538,0.0,147.44187823844038,0.0,589.7675129537615,1272.9148821252018,181.84498316074317,0.0,0.98,979.6316908190249,0.9,17.993235137492263,1.9992483486102515,0.98,960.0390570026444,0.9,17.63337043474245,1.9592633816380491,960.0390570026443,99221.89611784098,0.0,99221.89611784098,0.68,67470.88936013187,31751.00675770911,67470.88936013187,17.993235137492263,17.63337043474245,2227.595862050382,1467.2241120503832,0.35,513.5284392176341,953.6956728327491,0.02982193357440663,0.0,0.0,6
27,24003,ANNE ARUNDEL,layer,2.64,1.78,1.82,0.37046287046287046,2001.0,51064.19099259858,0.0274774304840906,0.4390887731383626,True,1403.112758225453,616.0910595839981,616.0910595839981,6807.13220945841,0.0,6807.13220945841,0.2727272727272727,0.0,0.7272727272727273,0.0,0.0,0.0,382.667115879669,0.0,1020.4456423457841,0.0,0.0,0.0,0.95,6466.7755989854895,0.9,306.3209494256286,34.03566104729208,0.84,5432.091503147811,0.9,931.2156862539109,103.46840958376788,5432.091503147812,1646.2156065227173,0.0,1646.2156065227173,0.98,1613.291294392263,32.92431213045438,1613.291294392263,306.3209494256286,931.2156862539109,2640.6493939049924,2024.5583343209942,0.35,708.5954170123479,1315.9629173086464,0.041149980884146446,0.0,0.0,6
28,24003,ANNE ARUNDEL,pig,2.36,2.0,3.2,0.2648305084745763,411.0,51064.19099259858,0.256340944954233,0.1187183968283223,True,13089.842972366152,1554.005172413791,1554.0051724137907,2056.9587357833566,0.0,2056.9587357833566,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,2662.3409435320987,5102.8201417698565,5324.681887064197,0.0,0.0,0.0,0.75,1542.7190518375173,0.9,462.8157155512553,51.42396839458394,0.9,1388.4471466537657,0.9,138.84471466537647,15.42719051837517,1388.4471466537657,152287.3549842577,0.0,152287.3549842577,0.84,127921.37818677645,24365.976797481242,127921.37818677645,462.8157155512553,138.84471466537647,13691.503402582783,12137.498230168992,0.35,4248.1243805591475,7889.373849609845,0.2466996439103968,0.0,0.0,6
29,24003,,year,,,,,2017.0,51064.19099259858,,,True,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,0
30,24005,BALTIMORE,broiler,2.36,2.3,1.93,0.5049617985421972,15374.0,282444.19821537833,0.0349152781026655,0.7601554436472403,True,9861.617729174313,7496.362399999991,7496.362399999992,186.29482889288658,0.0,186.29482889288658,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,2005.7527584761317,3844.359453745919,4011.5055169522634,0.0,0.0,0.0,0.75,139.72112166966494,0.9,41.91633650089948,4.657370722322163,0.9,125.74900950269844,0.9,12.574900950269848,1.3972112166966486,125.74900950269844,3539.9039046599455,0.0,3539.9039046599455,0.84,2973.5192799143542,566.3846247455913,2973.5192799143542,41.91633650089948,12.574900950269848,9916.108966625483,2419.746566625492,0.35,846.9112983189221,1572.83526830657,0.011743204607540301,0.0,0.0,6
31,24005,BALTIMORE,cow_beef,1.6569999999999998,2.0,6.6,0.18287887931822758,1673.0,282444.19821537833,0.2261597357697266,0.1713411005120076,True,63877.505238082245,10944.842045454541,10944.842045454541,1308.820985458617,0.0,1308.820985458617,0.28968014484007243,0.0,0.28968014484007243,0.0,0.022329511164755584,0.39831019915509963,18504.04496939015,0.0,18504.04496939015,0.0,1426.353466390491,25443.06183291146,0.75,981.6157390939628,0.9,294.48472172818884,32.72052463646543,0.9,883.4541651845666,0.9,88.3454165184566,9.816157390939622,883.4541651845666,91075.01900769718,0.0,91075.01900769718,0.84,76503.01596646562,14572.003041231554,76503.01596646562,294.48472172818884,88.3454165184566,64260.33537632889,53315.49333087435,0.35,18660.42266580602,34655.07066506833,0.2587439344152232,0.0,0.0,6
32,24005,BALTIMORE,cow_milk,1.7839999999999998,0.5,1.0,0.28026905829596416,985.0,282444.19821537833,0.5549876102856529,0.3185334156333539,True,156753.0306066001,49931.07825,49931.07825,4871.829784777824,0.0,4871.829784777824,0.06726457399103139,0.0,0.26905829596412556,0.5807174887892376,0.08295964125560538,0.0,10543.925825556062,0.0,42175.70330222425,91029.22629396731,13004.175184852476,0.0,0.98,4774.393189082268,0.9,87.69293612600059,9.743659569555618,0.98,4678.905325300622,0.9,85.93907740348095,9.54878637816455,4678.905325300622,352907.0834018578,0.0,352907.0834018578,0.68,239976.81671326334,112930.26668859448,239976.81671326334,87.69293612600059,85.93907740348095,156926.6626201296,106995.5843701296,0.35,37448.45452954536,69547.12984058424,0.5192572878051485,0.0,0.0,6
33,24005,BALTIMORE,layer,2.64,1.78,1.82,0.37046287046287046,15891.0,282444.19821537833,0.0429635906887833,0.4031956305370142,True,12134.816924547093,4892.705161343996,4892.705161343996,3087.4649814433355,0.0,3087.4649814433355,0.2727272727272727,0.0,0.7272727272727273,0.0,0.0,0.0,3309.4955248764795,0.0,8825.321399670613,0.0,0.0,0.0,0.95,2933.0917323711687,0.9,138.93592416495014,15.437324907216663,0.84,2463.7970551917815,0.9,422.3652094614485,46.929467717938735,2463.7970551917815,417.622647439682,0.0,417.622647439682,0.98,409.27019449088834,8.352452948793655,409.27019449088834,138.93592416495014,422.3652094614485,12696.118058173492,7803.412896829495,0.35,2731.1945138903234,5072.218382939172,0.03787052559491051,0.0,0.0,6
34,24005,BALTIMORE,pig,2.36,2.0,3.2,0.2648305084745763,1148.0,282444.19821537833,0.1409737851531716,0.1090138072158256,True,39817.22771697456,4340.627586206892,4340.627586206892,151.1411712813255,0.0,151.1411712813255,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,8098.419196672792,15521.970126956185,16196.838393345584,0.0,0.0,0.0,0.75,113.35587846099413,0.9,34.006763538298244,3.7785292820331335,0.9,102.02029061489472,0.9,10.202029061489474,1.1335587846099404,102.02029061489472,62143.26547143282,0.0,62143.26547143282,0.84,52200.342996003565,9942.922475429252,52200.342996003565,34.006763538298244,10.202029061489474,39861.43650957434,35520.80892336745,0.35,12432.283123178606,23088.525800188843,0.17238504757717746,0.0,0.0,6
35,24005,,year,,,,,2017.0,282444.19821537833,,,True,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,0
