,FIPS,county,commodity,nitrogen_content_diet,is_chesapeake,animal_nitrogen_content,feed_conversion_ratio,animal_nitrogen_uptake,inventory_head,feed_nitrogen_total,proportion_AU,animalN-feedN_ratio,feed_nitrogen_calc,domestic_animal_nitrogen,export_animal_nitrogen,import_animal_nitrogen,selfloop_animal_nitrogen,animal_nitrogen,crop_diet_percentage_corn,crop_diet_percentage_wheat,crop_diet_percentage_soybean,crop_diet_percentage_alfalfa,crop_diet_percentage_cornsilage,crop_diet_percentage_otherhay,nitrogen_content_diet_weight_corn,nitrogen_content_diet_weight_wheat,nitrogen_content_diet_weight_soybean,nitrogen_content_diet_weight_alfalfa,nitrogen_content_diet_weight_cornsilage,nitrogen_content_diet_weight_otherhay,animal_slaughtering_rate,animal_carcass_milked_laid_nitrogen,nitrogen_recycling_rate3,nitrogen_recycling3,nitrogen_loss4,animal_product_processing_rate,domestic_animal_product_nitrogen,nitrogen_recycling_rate4,nitrogen_recycling4,nitrogen_loss5,export_meat_nitrogen,import_meat_nitrogen,selfloop_meat_nitrogen,animal_product_nitrogen,animal_product_consumption_rate,animal_product_nitrogen_consumption,nitrogen_loss6,nitrogen_loss7,feed_nitrogen_recycled_slaughtering_waste,feed_nitrogen_recycled_meat_waste,total_feed_nitrogen,manure_feed_nitrogen_waste,nitrogen_recycling_rate2,nitrogen_recycling2,nitrogen_loss3,proportion_manure_feed_nitrogen_waste,excess_recycled_nitrogen_manure_total,excess_recycled_nitrogen_manure,category
10,10005,SUSSEX,broiler,2.36,True,2.3,1.93,0.5049617985421972,38705701.0,26360399.949637473,0.9817764503948176,0.5064208016785374,25880019.893542808,13106180.421944445,4522970.57580781,8710254.69590924,8583209.846136635,17293464.542045876,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,5263732.859703622,10088821.314431943,10527465.719407244,0.0,0.0,0.0,0.75,12970098.406534407,0.9,3891029.5219603223,432336.6135511468,0.9,11673088.565880967,0.9,1167308.8565880961,129700.98406534386,8958964.324569616,5000774.666454203,2714124.2413113504,7714898.907765554,0.84,6480515.082523066,1234383.8252424886,6480515.082523066,3891029.5219603223,1167308.8565880961,30938358.272091225,17832177.850146778,0.35,6241262.247551372,11590915.602595406,0.9719892637549636,0.0,0.0,7
11,10005,SUSSEX,cow_beef,1.6569999999999998,True,2.0,6.6,0.18287887931822758,1036.0,26360399.949637473,0.0015641851082268,0.1627465522106908,41232.54504812542,6710.454545454404,2315.792052470701,65302.1178195895,4394.6624929837035,69696.7803125732,0.28968014484007243,0.0,0.28968014484007243,0.0,0.022329511164755584,0.39831019915509963,11944.249621665784,0.0,11944.249621665784,0.0,920.7025750034041,16423.343229790455,0.75,52272.585234429906,0.9,15681.775570328968,1742.4195078143293,0.9,47045.32671098692,0.9,4704.532671098687,522.7258523442988,46699.99219786268,134960.5831434419,345.33451312423904,135305.91765656616,0.84,113656.97083151557,21648.94682505059,113656.97083151557,15681.775570328968,4704.532671098687,61618.85328955307,54908.39874409867,0.35,19217.939560434534,35690.459183664134,0.0029929251781661173,0.0,0.0,7
12,10005,SUSSEX,cow_milk,1.7839999999999998,True,0.5,1.0,0.28026905829596416,1872.0,26360399.949637473,0.0117804517859067,0.2966807665337934,310537.4206639216,92130.47999999931,31794.423452109342,1085329.7838817164,60336.056547889966,1145665.8404296064,0.06726457399103139,0.0,0.26905829596412556,0.5807174887892376,0.08295964125560538,0.0,20888.167309232398,0.0,83552.66923692959,180334.51110303967,25762.073014719957,0.0,0.98,1122752.5236210143,0.9,20621.985127732856,2291.3316808592062,0.98,1100297.473148594,0.9,20209.545425178367,2245.5050472420407,940910.3580443799,82387.3206532762,159387.11510421417,241774.43575749037,0.68,164406.61631509347,77367.8194423969,164406.61631509347,20621.985127732856,20209.545425178367,351368.95121683285,259238.47121683354,0.35,90733.46492589173,168505.0062909418,0.014130467567815242,0.0,0.0,7
13,10005,SUSSEX,layer,2.64,True,1.78,1.82,0.37046287046287046,2121.0,26360399.949637473,6.40470388909095e-05,0.2930309576063643,1688.3055607543602,494.7257952,170.73091799012053,260926.22719770085,323.99487720987946,261250.22207491074,0.2727272727272727,0.0,0.7272727272727273,0.0,0.0,0.0,460.4469711148255,0.0,1227.8585896395348,0.0,0.0,0.0,0.95,248187.7109711652,0.9,11756.259993370995,1306.2511103745546,0.84,208477.67721577873,0.9,35739.030379847805,3971.0033755386467,114972.12239073223,1343380.4493970356,93505.55482504649,1436886.0042220822,0.98,1408148.2841376406,28737.720084441593,1408148.2841376406,11756.259993370995,35739.030379847805,49183.59593397316,48688.87013877316,0.35,17041.104548570605,31647.765590202558,0.002653913584585386,0.0,0.0,7
14,10005,SUSSEX,pig,2.36,True,2.0,3.2,0.2648305084745763,3510.5782549157075,26360399.949637473,0.0048148656721578,0.0810706052867308,126921.78482185966,10289.625919580365,3550.9716616144897,110932.72493894961,6738.654257965874,117671.37919691548,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,25814.600302751118,49477.98391360631,51629.200605502236,0.0,0.0,0.0,0.75,88253.53439768661,0.9,26476.060319305983,2941.784479922888,0.9,79428.18095791795,0.9,7942.818095791794,882.535343976866,78896.84401975146,31524.299649785004,531.3369381665024,32055.636587951507,0.84,26926.734733879264,5128.901854072243,26926.734733879264,26476.060319305983,7942.818095791794,161340.66323695745,151051.03731737708,0.35,52867.863061081975,98183.17425629511,0.008233429914469612,0.0,0.0,7
15,24001,ALLEGANY,broiler,2.36,True,2.3,1.93,0.5049617985421972,120.0,40814.7462047066,0.0017836957395304,0.5581418346719813,72.80108891534972,40.633333333331336,40.633333333331336,45198.1422491715,0.0,45198.1422491715,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,14.807001135325368,28.38008550937362,29.614002270650737,0.0,0.0,0.0,0.75,33898.60668687862,0.9,10169.582006063589,1129.9535562292876,0.9,30508.74601819076,0.9,3050.874601819077,338.9860668687861,30508.746018190755,129504.27248386272,0.0,129504.27248386272,0.84,108783.58888644468,20720.683597418043,108783.58888644468,10169.582006063589,3050.874601819077,13293.257696798017,13252.624363464685,0.35,4638.41852721264,8614.205836252046,0.18215873598512553,0.0,0.0,6
16,24001,ALLEGANY,cow_beef,1.6569999999999998,True,2.0,6.6,0.18287887931822758,860.3636670058921,40814.7462047066,0.7612237139311625,0.1793679464515252,31069.152689104576,5572.81011583357,5572.81011583357,52146.96725223365,0.0,52146.96725223365,0.28968014484007243,0.0,0.28968014484007243,0.0,0.022329511164755584,0.39831019915509963,9000.116651038139,0.0,9000.116651038139,0.0,693.7589918508567,12375.160395177443,0.75,39110.225439175236,0.9,11733.06763175257,1303.6741813058416,0.9,35199.20289525772,0.9,3519.920289525767,391.102254391752,35199.20289525771,28871.74349087702,0.0,28871.74349087702,0.84,24252.264532336696,4619.478958540323,24252.264532336696,11733.06763175257,3519.920289525767,46322.140610382914,40749.330494549344,0.35,14262.26567309227,26487.064821457076,0.5601038957680572,0.0,0.0,6
17,24001,ALLEGANY,cow_milk,1.7839999999999998,True,0.5,1.0,0.28026905829596416,53.05804645012413,40814.7462047066,0.1956632275391546,0.326980935214769,7985.944973604354,2611.2517560428355,2611.2517560428355,206873.81903615952,0.0,206873.81903615952,0.06726457399103139,0.0,0.26905829596412556,0.5807174887892376,0.08295964125560538,0.0,537.1711865653153,0.0,2148.6847462612614,4637.577910680555,662.5111300972222,0.0,0.98,202736.3426554363,0.9,3723.728742650888,413.74763807232057,0.98,198681.61580232758,0.9,3649.254167797859,405.4726853108732,198681.61580232758,1175803.5500130637,0.0,1175803.5500130637,0.68,799546.4140088834,376257.1360041803,799546.4140088834,3723.728742650888,3649.254167797859,15358.9278840531,12747.676128010266,0.35,4461.686644803593,8285.989483206673,0.1752181686087595,0.0,0.0,6
18,24001,ALLEGANY,layer,2.64,True,1.78,1.82,0.37046287046287046,973.0,40814.7462047066,0.0172176185968566,0.3229583693086975,702.7327332801386,226.9534175999974,226.95341759999744,4933.342388991223,0.0,4933.342388991223,0.2727272727272727,0.0,0.7272727272727273,0.0,0.0,0.0,191.65438180367417,0.0,511.0783514764645,0.0,0.0,0.0,0.95,4686.675269541662,0.9,222.00040750460502,24.66671194495612,0.84,3936.8072264149955,0.9,674.8812388139996,74.98680431266655,2366.1837768415726,54309.60438515121,1570.623449573423,55880.22783472463,0.98,54762.623278030136,1117.6045566944958,54762.623278030136,222.00040750460502,674.8812388139996,1599.6143795987432,1372.6609619987457,0.35,480.431336699561,892.2296252991848,0.01886737139121994,0.0,0.0,6
19,24001,ALLEGANY,pig,2.36,True,2.0,3.2,0.2648305084745763,30.0,40814.7462047066,0.0241117441932958,0.0893503904711773,984.1147198021762,87.93103448275768,87.93103448275768,12768.164798792057,0.0,12768.164798792057,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,200.15892606145957,383.63794161779754,400.31785212291913,0.0,0.0,0.0,0.75,9576.123599094042,0.9,2872.837079728213,319.20411996980147,0.9,8618.511239184638,0.9,861.8511239184639,95.76123599094046,8618.511239184638,1134.9246259049366,0.0,1134.9246259049366,0.84,953.3366857601468,181.58794014478985,953.3366857601468,2872.837079728213,861.8511239184639,4718.802923448853,4630.871888966096,0.35,1620.8051611381334,3010.0667278279625,0.06365182824683797,0.0,0.0,6
20,24003,ANNE ARUNDEL,broiler,2.36,True,2.3,1.93,0.5049617985421972,15748.551470038154,44362.663998508906,0.1816556580330842,0.6617215399725858,8058.72892074975,5332.634511660139,5332.634511660139,26636.478717401897,0.0,26636.478717401897,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,1639.063509305034,3141.538392834648,3278.127018610068,0.0,0.0,0.0,0.75,19977.35903805142,0.9,5993.207711415428,665.911967935047,0.9,17979.62313424628,0.9,1797.962313424626,199.77359038051395,17979.62313424628,390245.7929979241,0.0,390245.7929979241,0.84,327806.4661182562,62439.326879667875,327806.4661182562,5993.207711415428,1797.962313424626,15849.898945589804,10517.264433929666,0.35,3681.0425518753827,6836.221882054283,0.2530834047410994,0.0,0.0,6
21,24003,ANNE ARUNDEL,cow_beef,1.6569999999999998,True,2.0,6.6,0.18287887931822758,716.0,44362.663998508906,0.4916002055624414,0.212654967562821,21808.694740964496,4637.72727272727,4637.72727272727,1176.5434754864677,0.0,1176.5434754864677,0.28968014484007243,0.0,0.28968014484007243,0.0,0.022329511164755584,0.39831019915509963,6317.545851335522,0.0,6317.545851335522,0.0,486.97749270711313,8686.625545586343,0.75,882.4076066148508,0.9,264.72228198445526,29.41358688716167,0.9,794.1668459533657,0.9,79.41668459533656,8.824076066148507,794.1668459533656,134314.11323411207,0.0,134314.11323411207,0.84,112823.85511665413,21490.25811745794,112823.85511665413,264.72228198445526,79.41668459533656,22152.833707544287,17515.10643481702,0.35,6130.287252185956,11384.819182631061,0.42147678217785073,0.0,0.0,6
22,24003,ANNE ARUNDEL,cow_milk,1.7839999999999998,True,0.5,1.0,0.28026905829596416,15.0,44362.663998508906,0.0429257609661506,0.3876619069759457,1904.301110621648,738.2249999999993,738.2249999999993,970.5089070923603,0.0,970.5089070923603,0.06726457399103139,0.0,0.26905829596412556,0.5807174887892376,0.08295964125560538,0.0,128.0920029566131,0.0,512.3680118264524,1105.8609588587594,157.98013697982282,0.0,0.98,951.0987289505131,0.9,17.469160327662543,1.9410178141847254,0.98,932.0767543715028,0.9,17.119777121109223,1.9021974579010248,932.0767543715027,96331.93797848638,0.0,96331.93797848638,0.68,65505.717825370746,30826.22015311564,65505.717825370746,17.469160327662543,17.119777121109223,1938.8900480704197,1200.6650480704202,0.35,420.23276682464706,780.4322812457731,0.028892341751814304,0.0,0.0,6
23,24003,ANNE ARUNDEL,layer,2.64,True,1.78,1.82,0.37046287046287046,2001.0,44362.663998508906,0.0274774304840906,0.3828928351367578,1218.9720161080973,466.735651199999,466.735651199999,5156.918340498801,0.0,5156.918340498801,0.2727272727272727,0.0,0.7272727272727273,0.0,0.0,0.0,332.4469134840265,0.0,886.5251026240708,0.0,0.0,0.0,0.95,4899.07242347386,0.9,232.06132532244666,25.784591702494055,0.84,4115.2208357180425,0.9,705.4664289802357,78.38515877558177,4115.2208357180425,1247.1330352444834,0.0,1247.1330352444834,0.98,1222.1903745395937,24.942660704889704,1222.1903745395937,232.06132532244666,705.4664289802357,2156.4997704107795,1689.7641192107806,0.35,591.4174417237732,1098.3466774870074,0.04066183361517153,0.0,0.0,6
24,24003,ANNE ARUNDEL,pig,2.36,True,2.0,3.2,0.2648305084745763,411.0,44362.663998508906,0.256340944954233,0.1059319948924577,11371.967210064904,1204.655172413792,1204.655172413792,1594.5416556460132,0.0,1594.5416556460132,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,2312.9424834030315,4433.139759855811,4625.884966806063,0.0,0.0,0.0,0.75,1195.9062417345099,0.9,358.771872520353,39.86354139115031,0.9,1076.3156175610588,0.9,107.63156175610594,11.959062417345095,1076.3156175610588,118052.21316609124,0.0,118052.21316609124,0.84,99163.85905951665,18888.354106574596,99163.85905951665,358.771872520353,107.63156175610594,11838.370644341363,10633.715471927571,0.35,3721.8004151746495,6911.915056752921,0.255885637714064,0.0,0.0,6
25,24005,BALTIMORE,broiler,2.36,True,2.3,1.93,0.5049617985421972,15374.0,265240.2797399449,0.0349152781026655,0.5621252564805065,9260.93813114897,5205.807222222217,5205.807222222217,129.37140895339357,0.0,129.37140895339357,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,1883.5806368438587,3610.1962206173953,3767.1612736877173,0.0,0.0,0.0,0.75,97.02855671504517,0.9,29.10856701451356,3.2342852238348385,0.9,87.32570104354066,0.9,8.732570104354059,0.9702855671504498,87.32570104354068,2558.2791168409794,0.0,2558.2791168409794,0.84,2148.9544581464224,409.324658694557,2148.9544581464224,29.10856701451356,8.732570104354059,9298.779268267837,4092.97204604562,0.35,1432.540216115967,2660.431829929653,0.021022508331488415,0.0,0.0,6
26,24005,BALTIMORE,cow_beef,1.6569999999999998,True,2.0,6.6,0.18287887931822758,1673.0,265240.2797399449,0.2261597357697266,0.1806480837665596,59986.67158147431,10836.477272727272,10836.477272727272,1295.8623618402162,0.0,1295.8623618402162,0.28968014484007243,0.0,0.28968014484007243,0.0,0.022329511164755584,0.39831019915509963,17376.947712195335,0.0,17376.947712195335,0.0,1339.4730528150571,23893.303104268587,0.75,971.8967713801621,0.9,291.56903141404865,32.39655904600539,0.9,874.7070942421459,0.9,87.47070942421462,9.718967713801618,874.7070942421459,90173.28614623487,0.0,90173.28614623487,0.84,75745.56036283729,14427.725783397575,75745.56036283729,291.56903141404865,87.47070942421462,60365.71132231257,49529.2340495853,0.35,17335.231917354853,32194.002132230446,0.254394294352833,0.0,0.0,6
27,24005,BALTIMORE,cow_milk,1.7839999999999998,True,0.5,1.0,0.28026905829596416,985.0,265240.2797399449,0.5549876102856529,0.3293145767864887,147205.0690043701,48476.775,48476.775,4729.931829881388,0.0,4729.931829881388,0.06726457399103139,0.0,0.26905829596412556,0.5807174887892376,0.08295964125560538,0.0,9901.686255899334,0.0,39606.74502359734,85484.55800926423,12212.07971560918,0.0,0.98,4635.33319328376,0.9,85.138772937865,9.459863659762775,0.98,4542.626529418085,0.9,83.43599747910767,9.270666386567513,4542.626529418085,342628.2363124834,0.0,342628.2363124834,0.68,232987.20069248872,109641.03561999465,232987.20069248872,85.138772937865,83.43599747910767,147373.64377478708,98896.86877478709,0.35,34613.90407117548,64282.96470361161,0.5079585749393865,0.0,0.0,6
28,24005,BALTIMORE,layer,2.64,True,1.78,1.82,0.37046287046287046,15891.0,265240.2797399449,0.0429635906887833,0.3252633020903552,11395.674812925374,3706.594819199998,3706.594819199998,2338.9886223055573,0.0,2338.9886223055573,0.2727272727272727,0.0,0.7272727272727273,0.0,0.0,0.0,3107.911312616011,0.0,8287.763500309364,0.0,0.0,0.0,0.95,2222.0391911902793,0.9,105.25448800375021,11.694943111527792,0.84,1866.5129205998346,0.9,319.9736435314002,35.55262705904448,1866.5129205998346,316.38079351491075,0.0,316.38079351491075,0.98,310.0531776446125,6.327615870298246,310.0531776446125,105.25448800375021,319.9736435314002,11820.902944460524,8114.308125260526,0.35,2840.007843841184,5274.300281419342,0.041677076766835124,0.0,0.0,6
29,24005,BALTIMORE,pig,2.36,True,2.0,3.2,0.2648305084745763,1148.0,265240.2797399449,0.1409737851531716,0.0899880783703692,37391.926210026126,3364.8275862068936,3364.827586206893,117.16369866769423,0.0,117.16369866769423,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,7605.137534242603,14576.51360729832,15210.275068485205,0.0,0.0,0.0,0.75,87.87277400077068,0.9,26.361832200231202,2.9290924666923566,0.9,79.08549660069362,0.9,7.908549660069354,0.8787277400077054,79.08549660069363,48173.07400886275,0.0,48173.07400886275,0.84,40465.38216744471,7707.69184141804,40465.38216744471,26.361832200231202,7.908549660069354,37426.19659188642,34061.36900567953,0.35,11921.479151987834,22139.889853691697,0.17494754560945713,0.0,0.0,6
30,24009,CALVERT,broiler,2.36,True,2.3,1.93,0.5049617985421972,670.0,31033.96051991201,0.0123001806398464,0.59432953749759,381.7233203647792,226.86944444444362,226.86944444444364,1286721.6271563605,0.0,1286721.6271563605,0.2033898305084746,0.3898305084745763,0.4067796610169492,0.0,0.0,0.0,77.6386414301246,148.80739607440546,155.2772828602492,0.0,0.0,0.0,0.75,965041.2203672704,0.9,289512.36611018114,32168.04067890899,0.9,868537.0983305434,0.9,86853.70983305432,9650.412203672706,868537.0983305433,852546.042126606,0.0,852546.042126606,0.84,716138.675386349,136407.366740257,716138.675386349,289512.36611018114,86853.70983305432,376747.79926360026,376520.92981915583,0.35,131782.32543670453,244738.6043824513,0.9160744453964257,0.0,0.0,6
31,24009,CALVERT,cow_beef,1.6569999999999998,True,2.0,6.6,0.18287887931822758,613.340143771107,31033.96051991201,0.6702376121227782,0.1909974526798877,20800.127593578396,3972.7713857901163,3972.7713857901167,17713.051705013455,0.0,17713.051705013455,0.28968014484007243,0.0,0.28968014484007243,0.0,0.022329511164755584,0.39831019915509963,6025.383973999777,0.0,6025.383973999777,0.0,464.4566813291495,8284.902964249693,0.75,13284.788778760092,0.9,3985.436633628027,442.826292625336,0.9,11956.309900884084,0.9,1195.6309900884078,132.8478877876007,11956.309900884084,42818.041482004126,0.0,42818.041482004126,0.84,35967.154844883466,6850.88663712066,35967.154844883466,3985.436633628027,1195.6309900884078,25981.19521729483,22008.42383150471,0.35,7702.948341026648,14305.475490478064,0.053546438082947255,0.0,0.0,6
